game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,大和田 昌太郎,14.0,37.0,0.3784,285.0,7.703,3,,68.0,,,,2.0,20.0,10.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,Garrett Samuel Safron,19.0,29.0,0.6552,252.0,8.69,3,,35.0,,,,14.0,102.0,7.286,2.0,22.0,,,,,,,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,宮幸 崇,,,,,,,,,,,,5.0,12.0,2.4,0.0,14.0,,1.0,5.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,岡本 昂大,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,,0.0,0.0,,3,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,千代 修平,,,,,,,,,,,,2.0,7.0,3.5,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,Robert Earl Johnson Ⅱ,,,,,,,,,,,,1.0,-2.0,-2.0,0.0,0.0,,1.0,11.0,11.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,松尾 良知,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,手塚 健太,,,,,,,,,,,,5.0,14.0,2.8,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,山田 陸斗,,,,,,,,,,,,12.0,72.0,6.0,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,巽 豊,,,,,,,,,,,,16.0,54.0,3.375,0.0,22.0,,1.0,9.0,9.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,長山 声矢,,,,,,,,,,,,1.0,3.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,井上 翔太,,,,,,,,,,,,,,,,,,2.0,16.0,8.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,小川 悠樹,,,,,,,,,,,,,,,,,,2.0,18.0,9.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,4.5,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,前田 直輝,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,15.0,,,3.0,72.0,24.0,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,杉田 有毅,,,,,,,,,,,,,,,,,,2.0,17.0,8.5,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,田邊 翔一,,,,,,,,,,,,,,,,,,1.0,68.0,68.0,1.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,83.0,27.667,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,樋之本 彬,,,,,,,,,,,,,,,,,,2.0,85.0,42.5,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,石毛 聡士,,,,,,,,,,,,,,,,,,1.0,12.0,12.0,0.0,12.0,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,鈴木 謙人,,,,,,,,,,,,,,,,,,2.0,55.0,27.5,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,亀山 暉,,,,,,,,,,,,,,,,,,8.0,111.0,13.875,2.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,西山 正啓,,,,,,,,,,,,,,,,,,1.0,12.0,12.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,今中 希,,,,,,,,,,,,,,,,,,1.0,16.0,16.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,48.0,48.0,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,胎内ディアーズ,deers,43,25,18,W,,,阿部 拓朗,,,,,,,,,,,,,,,,,,7.0,93.0,13.285714285714286,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,名智 雄一郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,安藤 彬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,角谷  祐輔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15931,2021年10月24日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,胎内ディアーズ,deers,アサヒ飲料クラブチャレンジャーズ,challengers,25,43,-18,L,,,中野 航平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
