game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
28142,2022年05月22日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,オール三菱ライオンズ,hel-lions,42,14,28,W,,,小川 悠樹,1.0,1.0,1.0,17.0,17.0,0,,17.0,,,,,,,,,,1.0,22.0,22.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,
28142,2022年05月22日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,オール三菱ライオンズ,hel-lions,42,14,28,W,,,加藤 翔平,20.0,33.0,0.6061,261.0,7.909,4,,26.0,,,,10.0,23.0,2.3,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28142,2022年05月22日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,オール三菱ライオンズ,hel-lions,胎内ディアーズ,deers,14,42,-28,L,,,江守 優,18.0,41.0,0.439,130.0,3.171,0,,15.0,,,,6.0,-2.0,-0.333,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28142,2022年05月22日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,オール三菱ライオンズ,hel-lions,42,14,28,W,,,松下 堅一郎,,,,,,,,,,,,1.0,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28142,2022年05月22日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,オール三菱ライオンズ,hel-lions,42,14,28,W,,,川村 龍之介,,,,,,,,,,,,1.0,5.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28142,2022年05月22日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,オール三菱ライオンズ,hel-lions,42,14,28,W,,,八代 周,,,,,,,,,,,,7.0,25.0,3.571,1.0,11.0,,1.0,-1.0,-1.0,0.0,0.0,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,,,,,,,
28142,2022年05月22日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,オール三菱ライオンズ,hel-lions,42,14,28,W,,,千代 修平,,,,,,,,,,,,3.0,6.0,2.0,0.0,3.0,,1.0,17.0,17.0,0.0,17.0,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28142,2022年05月22日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,オール三菱ライオンズ,hel-lions,42,14,28,W,,,田頭 健佑,,,,,,,,,,,,3.0,24.0,8.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,22.0,,
28142,2022年05月22日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,オール三菱ライオンズ,hel-lions,胎内ディアーズ,deers,14,42,-28,L,,,小林 浩也,,,,,,,,,,,,11.0,55.0,5.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28142,2022年05月22日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,オール三菱ライオンズ,hel-lions,胎内ディアーズ,deers,14,42,-28,L,,,中野 哲也,,,,,,,,,,,,9.0,40.0,4.444,1.0,8.0,,2.0,7.0,3.5,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
