game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
30948,2022年11月13日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,アズワンブラックイーグルス,blackeagles,13,7,6,W,,,神谷 壮哉,2.0,7.0,0.2857,8.0,1.143,0,,9.0,,,,13.0,22.0,1.692,0.0,36.0,,,,,,,,2,1,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30948,2022年11月13日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,名古屋サイクロンズ,nagoya,7,13,-6,L,,,渡邊 貴信,12.0,28.0,0.4286,75.0,2.679,1,,23.0,,,,11.0,16.0,1.455,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30948,2022年11月13日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,アズワンブラックイーグルス,blackeagles,13,7,6,W,,,末吉 孝大,,,,,,,,,,,,2.0,4.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
30948,2022年11月13日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,アズワンブラックイーグルス,blackeagles,13,7,6,W,,,畑中 星哉,,,,,,,,,,,,15.0,62.0,4.133,1.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30948,2022年11月13日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,アズワンブラックイーグルス,blackeagles,13,7,6,W,,,谷田 顕弘,,,,,,,,,,,,2.0,3.0,1.5,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,8.0,,,,,,,
30948,2022年11月13日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,アズワンブラックイーグルス,blackeagles,13,7,6,W,,,山本 衿央,,,,,,,,,,,,1.0,38.0,38.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30948,2022年11月13日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,名古屋サイクロンズ,nagoya,7,13,-6,L,,,柴田 洋平,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30948,2022年11月13日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,名古屋サイクロンズ,nagoya,7,13,-6,L,,,坂井 佑史郎,,,,,,,,,,,,4.0,20.0,5.0,0.0,13.0,,1.0,4.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30948,2022年11月13日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,名古屋サイクロンズ,nagoya,7,13,-6,L,,,羽田 健人,,,,,,,,,,,,9.0,42.0,4.667,0.0,37.0,,1.0,-2.0,-2.0,0.0,0.0,,1,1,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30948,2022年11月13日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,名古屋サイクロンズ,nagoya,7,13,-6,L,,,三谷 和也,,,,,,,,,,,,2.0,3.0,1.5,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
