game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,Jason Smith,11.0,15.0,0.7333,95.0,6.333,1,,20.0,,,,4.0,50.0,12.5,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,小林 優之,8.0,22.0,0.3636,45.0,2.045,0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,30,10,20,W,,,Jaylon Henderson,14.0,19.0,0.7368,144.0,7.579,1,,36.0,,,,10.0,50.0,5.0,0.0,29.0,,,,,,,,1,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,李 卓,,,,,,,,,,,,4.0,16.0,4.0,0.0,11.0,,7.0,27.0,3.857142857142857,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,西村 七斗,,,,,,,,,,,,6.0,7.0,1.167,0.0,3.0,,1.0,7.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,西村 有斗,,,,,,,,,,,,1.0,4.0,4.0,0.0,4.0,,4.0,40.0,10.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,28.0,14.0,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,30,10,20,W,,,ミッチェル ビクタージャモー,,,,,,,,,,,,15.0,85.0,5.667,1.0,19.0,,1.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,32.0,32.0,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,30,10,20,W,,,立川 玄明,,,,,,,,,,,,8.0,31.0,3.875,0.0,12.0,,2.0,-4.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,木下 典明,,,,,,,,,,,,,,,,,,2.0,17.0,8.5,0.0,12.0,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,中村 輝晃クラーク,,,,,,,,,,,,,,,,,,1.0,6.0,6.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,成田 将吾,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,Holden Huff,,,,,,,,,,,,,,,,,,3.0,40.0,13.333333333333334,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,30,10,20,W,,,高木 広次,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,0.0,4.0,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,30,10,20,W,,,渡邊 ジャマール,,,,,,,,,,,,,,,,,,4.0,36.0,9.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,30,10,20,W,,,桑田 理介,,,,,,,,,,,,,,,,,,2.0,69.0,34.5,1.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,30,10,20,W,,,木戸 崇斗,,,,,,,,,,,,,,,,,,1.0,12.0,12.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,30,10,20,W,,,Alfonso Onunwor,,,,,,,,,,,,,,,,,,3.0,25.0,8.333333333333334,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,砂川 敬三郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,髙橋 悟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,Cardell Rawlings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954,2022年12月11日 13:00,@ヨドコウ桜スタジアム＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,10,30,-20,L,,,小椋 拓海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
