game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
9065,2020年11月21日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,34,35,-1,L,,,Lawrence Anthony,34.0,46.0,0.7391,331.0,7.196,2,,40.0,,,,10.0,36.0,3.6,0.0,18.0,,,,,,,,2,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2020年11月21日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,35,34,1,W,,,Jimmy Laughrea,13.0,27.0,0.4815,237.0,8.778,3,,68.0,,,,8.0,19.0,2.375,1.0,13.0,,,,,,,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2020年11月21日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,34,35,-1,L,,,ミッチェル ビクター ジャモ—,,,,,,,,,,,,17.0,58.0,3.412,1.0,10.0,,3.0,30.0,10.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,167.0,55.667,,
9065,2020年11月21日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,34,35,-1,L,,,高木 広次,,,,,,,,,,,,1.0,3.0,3.0,0.0,3.0,,5.0,33.0,6.6,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2020年11月21日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,34,35,-1,L,,,須賀  大瑛,,,,,,,,,,,,1.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2020年11月21日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,34,35,-1,L,,,藤本 拓弥,,,,,,,,,,,,9.0,33.0,3.667,0.0,12.0,,2.0,-4.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2020年11月21日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,35,34,1,W,,,李 卓,,,,,,,,,,,,12.0,58.0,4.833,1.0,15.0,,2.0,27.0,13.5,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2020年11月21日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,35,34,1,W,,,望月 麻樹,,,,,,,,,,,,4.0,5.0,1.25,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2020年11月21日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,オービックシーガルズ,obic,パナソニック インパルス,impulse,35,34,1,W,,,西村 有斗,,,,,,,,,,,,1.0,-6.0,-6.0,0.0,0.0,,5.0,112.0,22.4,2.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,164.0,41.0,,
9065,2020年11月21日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,パナソニック インパルス,impulse,オービックシーガルズ,obic,34,35,-1,L,,,成田 光希,,,,,,,,,,,,,,,,,,7.0,60.0,8.571428571428571,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
