game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,胎内ディアーズ,deers,パナソニック インパルス,impulse,7,55,-48,L,,,加藤 翔平,27.0,46.0,0.587,251.0,5.457,1,,22.0,,,,9.0,27.0,3.0,0.0,16.0,,,,,,,,1,0,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,パナソニック インパルス,impulse,胎内ディアーズ,deers,55,7,48,W,,,Jaylon Henderson,10.0,14.0,0.7143,176.0,12.571,1,,44.0,,,,2.0,-6.0,-3.0,0.0,0.0,,,,,,,,1,0,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,パナソニック インパルス,impulse,胎内ディアーズ,deers,55,7,48,W,,,石内 卓也,5.0,12.0,0.4167,74.0,6.167,0,,23.0,,,,2.0,-3.0,-1.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,パナソニック インパルス,impulse,胎内ディアーズ,deers,55,7,48,W,,,荒木 優也,6.0,9.0,0.6667,59.0,6.556,0,,21.0,,,,1.0,-10.0,-10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,胎内ディアーズ,deers,パナソニック インパルス,impulse,7,55,-48,L,,,宮幸 崇,,,,,,,,,,,,3.0,5.0,1.667,0.0,2.0,,1.0,5.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,胎内ディアーズ,deers,パナソニック インパルス,impulse,7,55,-48,L,,,松下 堅一郎,,,,,,,,,,,,2.0,-1.0,-0.5,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,胎内ディアーズ,deers,パナソニック インパルス,impulse,7,55,-48,L,,,八代 周,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,7.5,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,胎内ディアーズ,deers,パナソニック インパルス,impulse,7,55,-48,L,,,杉田 有毅,,,,,,,,,,,,1.0,-5.0,-5.0,0.0,0.0,,4.0,39.0,9.75,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,胎内ディアーズ,deers,パナソニック インパルス,impulse,7,55,-48,L,,,川村 龍ノ介,,,,,,,,,,,,5.0,20.0,4.0,0.0,9.0,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,胎内ディアーズ,deers,パナソニック インパルス,impulse,7,55,-48,L,,,千代 修平,,,,,,,,,,,,3.0,3.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,26.0,26.0,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,パナソニック インパルス,impulse,胎内ディアーズ,deers,55,7,48,W,,,ミッチェル ビクタージャモー,,,,,,,,,,,,6.0,135.0,22.5,2.0,70.0,,1.0,7.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28.0,28.0,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,パナソニック インパルス,impulse,胎内ディアーズ,deers,55,7,48,W,,,小泉 誠実,,,,,,,,,,,,1.0,2.0,2.0,0.0,2.0,,2.0,26.0,13.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,パナソニック インパルス,impulse,胎内ディアーズ,deers,55,7,48,W,,,藤本 拓弥,,,,,,,,,,,,4.0,11.0,2.75,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,パナソニック インパルス,impulse,胎内ディアーズ,deers,55,7,48,W,,,牧田 圭祐,,,,,,,,,,,,7.0,89.0,12.714,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,パナソニック インパルス,impulse,胎内ディアーズ,deers,55,7,48,W,,,立川 玄明,,,,,,,,,,,,6.0,18.0,3.0,1.0,9.0,,4.0,79.0,19.75,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,胎内ディアーズ,deers,パナソニック インパルス,impulse,7,55,-48,L,,,小川 悠樹,,,,,,,,,,,,,,,,,,5.0,45.0,9.0,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,2022年09月24日 14:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,胎内ディアーズ,deers,パナソニック インパルス,impulse,7,55,-48,L,,,前田 直輝,,,,,,,,,,,,,,,,,,5.0,45.0,9.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
