game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,ノジマ相模原ライズ,rise,富士通フロンティアーズ,fujitsu,17,49,-32,L,,,KURT PALANDECH,21.0,29.0,0.7241,207.0,7.138,2,,28.0,,,,13.0,19.0,1.462,0.0,14.0,,,,,,,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士通フロンティアーズ,fujitsu,ノジマ相模原ライズ,rise,49,17,32,W,,,大内 勇,1.0,2.0,0.5,9.0,4.5,0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士通フロンティアーズ,fujitsu,ノジマ相模原ライズ,rise,49,17,32,W,,,高津佐 隼矢,3.0,4.0,0.75,40.0,10.0,1,,27.0,,,,3.0,3.0,1.0,1.0,5.0,,,,,,,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士通フロンティアーズ,fujitsu,ノジマ相模原ライズ,rise,49,17,32,W,,,高木 翼,12.0,16.0,0.75,182.0,11.375,4,,33.0,,,,4.0,7.0,1.75,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,ノジマ相模原ライズ,rise,富士通フロンティアーズ,fujitsu,17,49,-32,L,,,阿部 快斗,,,,,,,,,,,,3.0,11.0,3.667,0.0,8.0,,2.0,7.0,3.5,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,ノジマ相模原ライズ,rise,富士通フロンティアーズ,fujitsu,17,49,-32,L,,,若島 慎兵,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,2.0,11.0,5.5,0.0,8.0,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,ノジマ相模原ライズ,rise,富士通フロンティアーズ,fujitsu,17,49,-32,L,,,吉田 光輝,,,,,,,,,,,,12.0,39.0,3.25,0.0,13.0,,2.0,5.0,2.5,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,ノジマ相模原ライズ,rise,富士通フロンティアーズ,fujitsu,17,49,-32,L,,,山田 周平,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士通フロンティアーズ,fujitsu,ノジマ相模原ライズ,rise,49,17,32,W,,,三宅 昂輝,,,,,,,,,,,,1.0,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士通フロンティアーズ,fujitsu,ノジマ相模原ライズ,rise,49,17,32,W,,,トラショーン ニクソン,,,,,,,,,,,,7.0,52.0,7.429,0.0,20.0,,2.0,27.0,13.5,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士通フロンティアーズ,fujitsu,ノジマ相模原ライズ,rise,49,17,32,W,,,サマジー グラント,,,,,,,,,,,,2.0,12.0,6.0,0.0,10.0,,1.0,28.0,28.0,1.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士通フロンティアーズ,fujitsu,ノジマ相模原ライズ,rise,49,17,32,W,,,金 雄一,,,,,,,,,,,,4.0,6.0,1.5,0.0,3.0,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士通フロンティアーズ,fujitsu,ノジマ相模原ライズ,rise,49,17,32,W,,,高口 和起,,,,,,,,,,,,2.0,15.0,7.5,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,ノジマ相模原ライズ,rise,富士通フロンティアーズ,fujitsu,17,49,-32,L,,,西川 大地,,,,,,,,,,,,,,,,,,2.0,17.0,8.5,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,ノジマ相模原ライズ,rise,富士通フロンティアーズ,fujitsu,17,49,-32,L,,,出島 崇秀,,,,,,,,,,,,,,,,,,2.0,31.0,15.5,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35.0,35.0,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,ノジマ相模原ライズ,rise,富士通フロンティアーズ,fujitsu,17,49,-32,L,,,石川 雄洋,,,,,,,,,,,,,,,,,,1.0,24.0,24.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,ノジマ相模原ライズ,rise,富士通フロンティアーズ,fujitsu,17,49,-32,L,,,定成 吉輝,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15869,2021年09月04日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,ノジマ相模原ライズ,rise,富士通フロンティアーズ,fujitsu,17,49,-32,L,,,小坂 恒介,,,,,,,,,,,,,,,,,,2.0,27.0,13.5,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
