game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
30931,2022年09月18日 13:00:00,@第一カッターフィールド(秋津サッカー場)＊下がホームチーム,三菱商事 Club TRIAX,triax,富士フイルム海老名 Minerva AFC,minervaafc,0,3,-3,L,,,松下 嶺,1.0,6.0,0.1667,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30931,2022年09月18日 13:00:00,@第一カッターフィールド(秋津サッカー場)＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,三菱商事 Club TRIAX,triax,3,0,3,W,,,鈴木 貴史,1.0,2.0,0.5,14.0,7.0,0.0,,14.0,,,,3.0,1.0,0.333,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30931,2022年09月18日 13:00:00,@第一カッターフィールド(秋津サッカー場)＊下がホームチーム,三菱商事 Club TRIAX,triax,富士フイルム海老名 Minerva AFC,minervaafc,0,3,-3,L,,,伊藤 隆貴,,,,,,,,,,,,9.0,46.0,5.111,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,47.0,23.5,,
30931,2022年09月18日 13:00:00,@第一カッターフィールド(秋津サッカー場)＊下がホームチーム,三菱商事 Club TRIAX,triax,富士フイルム海老名 Minerva AFC,minervaafc,0,3,-3,L,,,大路 航輝,,,,,,,,,,,,8.0,26.0,3.25,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30931,2022年09月18日 13:00:00,@第一カッターフィールド(秋津サッカー場)＊下がホームチーム,三菱商事 Club TRIAX,triax,富士フイルム海老名 Minerva AFC,minervaafc,0,3,-3,L,,,深栖 拓,,,,,,,,,,,,1.0,-4.0,-4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30931,2022年09月18日 13:00:00,@第一カッターフィールド(秋津サッカー場)＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,三菱商事 Club TRIAX,triax,3,0,3,W,,,堀 大機,,,,,,,,,,,,7.0,20.0,2.857,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30931,2022年09月18日 13:00:00,@第一カッターフィールド(秋津サッカー場)＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,三菱商事 Club TRIAX,triax,3,0,3,W,,,山田 大葵,,,,,,,,,,,,7.0,25.0,3.571,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30931,2022年09月18日 13:00:00,@第一カッターフィールド(秋津サッカー場)＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,三菱商事 Club TRIAX,triax,3,0,3,W,,,成瀬 昴,,,,,,,,,,,,3.0,6.0,2.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30931,2022年09月18日 13:00:00,@第一カッターフィールド(秋津サッカー場)＊下がホームチーム,三菱商事 Club TRIAX,triax,富士フイルム海老名 Minerva AFC,minervaafc,0,3,-3,L,,,馬渡 健裕,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30931,2022年09月18日 13:00:00,@第一カッターフィールド(秋津サッカー場)＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,三菱商事 Club TRIAX,triax,3,0,3,W,,,森 章光,,,,,,,,,,,,,,,,,,1.0,14.0,14.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
