game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
30950,2022年11月27日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,電通キャタピラーズ,dentsu,アズワンブラックイーグルス,blackeagles,28,20,8,W,,,伊藤 宏一郎,1.0,1.0,1.0,12.0,12.0,0,,12.0,,,,6.0,32.0,5.333,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950,2022年11月27日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,電通キャタピラーズ,dentsu,アズワンブラックイーグルス,blackeagles,28,20,8,W,,,Ellis Aaron,14.0,23.0,0.6087,238.0,10.348,2,,62.0,,,,5.0,18.0,3.6,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950,2022年11月27日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,電通キャタピラーズ,dentsu,20,28,-8,L,,,渡邊 貴信,16.0,30.0,0.5333,198.0,6.6,0,,28.0,,,,8.0,-2.0,-0.25,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950,2022年11月27日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,電通キャタピラーズ,dentsu,20,28,-8,L,,,長尾 健登,0.0,1.0,0.0,0.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950,2022年11月27日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,電通キャタピラーズ,dentsu,アズワンブラックイーグルス,blackeagles,28,20,8,W,,,遠藤 集,,,,,,,,,,,,15.0,57.0,3.8,1.0,13.0,,1.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950,2022年11月27日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,電通キャタピラーズ,dentsu,20,28,-8,L,,,林田 雅史,,,,,,,,,,,,3.0,23.0,7.667,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950,2022年11月27日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,電通キャタピラーズ,dentsu,20,28,-8,L,,,坂井 佑史郎,,,,,,,,,,,,5.0,20.0,4.0,0.0,11.0,,1.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950,2022年11月27日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,電通キャタピラーズ,dentsu,20,28,-8,L,,,羽田 健人,,,,,,,,,,,,4.0,11.0,2.75,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,78.0,39.0,,
30950,2022年11月27日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,電通キャタピラーズ,dentsu,20,28,-8,L,,,三谷 和也,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,1.0,4.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950,2022年11月27日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,電通キャタピラーズ,dentsu,20,28,-8,L,,,田中 萌,,,,,,,,,,,,4.0,57.0,14.25,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
