game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
35243,2022年12月10日 14:00,@富士通スタジアム川崎＊下がホームチーム,PentaOceanパイレーツ,pirates,otonari福岡SUNS,fukuoka-suns,9,14,-5,L,,,西澤 凌介,14.0,23.0,0.6087,138.0,6.0,1,,26.0,,,,5.0,3.0,0.6,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35243,2022年12月10日 14:00,@富士通スタジアム川崎＊下がホームチーム,otonari福岡SUNS,fukuoka-suns,PentaOceanパイレーツ,pirates,14,9,5,W,,,西山 雄斗,13.0,21.0,0.619,227.0,10.81,2,,83.0,,,,1.0,11.0,11.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35243,2022年12月10日 14:00,@富士通スタジアム川崎＊下がホームチーム,PentaOceanパイレーツ,pirates,otonari福岡SUNS,fukuoka-suns,9,14,-5,L,,,柴田 健人,,,,,,,,,,,,8.0,14.0,1.75,0.0,8.0,,2.0,1.0,0.5,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35243,2022年12月10日 14:00,@富士通スタジアム川崎＊下がホームチーム,PentaOceanパイレーツ,pirates,otonari福岡SUNS,fukuoka-suns,9,14,-5,L,,,草野 公平,,,,,,,,,,,,8.0,38.0,4.75,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35243,2022年12月10日 14:00,@富士通スタジアム川崎＊下がホームチーム,PentaOceanパイレーツ,pirates,otonari福岡SUNS,fukuoka-suns,9,14,-5,L,,,水村 真哉,,,,,,,,,,,,1.0,9.0,9.0,0.0,9.0,,,,,,,,,,,,,,,0.0,1.0,inf,0.0,,,,,,,,,,,,,,,,,,,,,
35243,2022年12月10日 14:00,@富士通スタジアム川崎＊下がホームチーム,PentaOceanパイレーツ,pirates,otonari福岡SUNS,fukuoka-suns,9,14,-5,L,,,出木岡 芯,,,,,,,,,,,,1.0,2.0,2.0,0.0,2.0,,1.0,6.0,6.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35243,2022年12月10日 14:00,@富士通スタジアム川崎＊下がホームチーム,otonari福岡SUNS,fukuoka-suns,PentaOceanパイレーツ,pirates,14,9,5,W,,,岩永 悠暉,,,,,,,,,,,,4.0,-10.0,-2.5,0.0,6.0,,2.0,8.0,4.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35243,2022年12月10日 14:00,@富士通スタジアム川崎＊下がホームチーム,otonari福岡SUNS,fukuoka-suns,PentaOceanパイレーツ,pirates,14,9,5,W,,,益田 健士郎,,,,,,,,,,,,22.0,92.0,4.182,0.0,11.0,,1.0,8.0,8.0,0.0,8.0,,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35243,2022年12月10日 14:00,@富士通スタジアム川崎＊下がホームチーム,otonari福岡SUNS,fukuoka-suns,PentaOceanパイレーツ,pirates,14,9,5,W,,,Wise Daniel,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35243,2022年12月10日 14:00,@富士通スタジアム川崎＊下がホームチーム,PentaOceanパイレーツ,pirates,otonari福岡SUNS,fukuoka-suns,9,14,-5,L,,,大通 広志,,,,,,,,,,,,,,,,,,3.0,46.0,15.333333333333334,1.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
