game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,アズワンブラックイーグルス,blackeagles,10,9,1,W,,,鈴木 貴史,13.0,20.0,0.65,125.0,6.25,1,,26.0,,,,8.0,4.0,0.5,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,富士フイルム海老名 Minerva AFC,minervaafc,9,10,-1,L,,,加納 友輔,8.0,21.0,0.381,70.0,3.333,0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,アズワンブラックイーグルス,blackeagles,10,9,1,W,,,由井 史朗,,,,,,,,,,,,2.0,-9.0,-4.5,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,アズワンブラックイーグルス,blackeagles,10,9,1,W,,,廣澤 達也,,,,,,,,,,,,8.0,27.0,3.375,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,,,2.0,52.0,26.0,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,アズワンブラックイーグルス,blackeagles,10,9,1,W,,,桑原 司,,,,,,,,,,,,1.0,13.0,13.0,0.0,13.0,,5.0,39.0,7.8,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1.0,21.0,21.0,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,アズワンブラックイーグルス,blackeagles,10,9,1,W,,,井ノ元 哲也,,,,,,,,,,,,1.0,-1.0,-1.0,0.0,0.0,,1.0,5.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,アズワンブラックイーグルス,blackeagles,10,9,1,W,,,井岡 淳,,,,,,,,,,,,9.0,39.0,4.333,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,富士フイルム海老名 Minerva AFC,minervaafc,9,10,-1,L,,,金澤 寛顕,,,,,,,,,,,,4.0,31.0,7.75,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,2.0,66.0,33.0,66.0,33.0,,,35.0,,,,,,,,,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,富士フイルム海老名 Minerva AFC,minervaafc,9,10,-1,L,,,坂井 佑史郎,,,,,,,,,,,,11.0,32.0,2.909,0.0,8.0,,1.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,富士フイルム海老名 Minerva AFC,minervaafc,9,10,-1,L,,,宇田 慎吾,,,,,,,,,,,,8.0,26.0,3.25,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,富士フイルム海老名 Minerva AFC,minervaafc,9,10,-1,L,,,羽田 健人,,,,,,,,,,,,7.0,34.0,4.857,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,アズワンブラックイーグルス,blackeagles,富士フイルム海老名 Minerva AFC,minervaafc,9,10,-1,L,,,長谷川 航平,,,,,,,,,,,,3.0,14.0,4.667,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2019年11月09日 13:30:00,@神戸市王子スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,アズワンブラックイーグルス,blackeagles,10,9,1,W,,,政所 崇明,,,,,,,,,,,,,,,,,,1.0,-5.0,-5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
