game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
30946,2022年11月13日 16:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,12,30,-18,L,,,南竹 司,2.0,5.0,0.4,32.0,6.4,0,,20.0,,,,5.0,26.0,5.2,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30946,2022年11月13日 16:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,12,30,-18,L,,,高橋 空良,15.0,24.0,0.625,111.0,4.625,1,,19.0,,,,7.0,36.0,5.143,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30946,2022年11月13日 16:00:00,@富士通スタジアム川崎＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,品川CC ブルザイズ,bullseyes,30,12,18,W,,,鈴木 貴史,13.0,16.0,0.8125,133.0,8.312,2,,31.0,,,,3.0,31.0,10.333,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30946,2022年11月13日 16:00:00,@富士通スタジアム川崎＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,品川CC ブルザイズ,bullseyes,30,12,18,W,,,日裏 章太,1.0,1.0,1.0,7.0,7.0,0,,7.0,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30946,2022年11月13日 16:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,12,30,-18,L,,,新妻 知晃,,,,,,,,,,,,3.0,18.0,6.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30946,2022年11月13日 16:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,12,30,-18,L,,,中台 祐介,,,,,,,,,,,,7.0,37.0,5.286,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30946,2022年11月13日 16:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,12,30,-18,L,,,矢島 康希,,,,,,,,,,,,4.0,15.0,3.75,0.0,9.0,,1.0,10.0,10.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30946,2022年11月13日 16:00:00,@富士通スタジアム川崎＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,品川CC ブルザイズ,bullseyes,30,12,18,W,,,堀 大機,,,,,,,,,,,,7.0,20.0,2.857,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30946,2022年11月13日 16:00:00,@富士通スタジアム川崎＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,品川CC ブルザイズ,bullseyes,30,12,18,W,,,安達 絹心,,,,,,,,,,,,1.0,4.0,4.0,0.0,4.0,,2.0,32.0,16.0,0.0,31.0,,,,,,,,,,,,,,,3.0,3.0,1.0,48.0,,,,,,,,,,,,,,,,,,,,,
30946,2022年11月13日 16:00:00,@富士通スタジアム川崎＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,品川CC ブルザイズ,bullseyes,30,12,18,W,,,桑原 司,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,6.0,60.0,10.0,1.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
