game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,IBM BIG BLUE,ibm,10,35,-25,L,,,小川 悠樹,0.0,1.0,0.0,0.0,0.0,0,,0.0,,,,1.0,6.0,6.0,0.0,6.0,,1.0,7.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,IBM BIG BLUE,ibm,10,35,-25,L,,,加藤 翔平,19.0,33.0,0.5758,206.0,6.242,1,,26.0,,,,7.0,-18.0,-2.571,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,IBM BIG BLUE,ibm,胎内ディアーズ,deers,35,10,25,W,,,政本 悠紀,23.0,35.0,0.6571,238.0,6.8,2,,30.0,,,,3.0,20.0,6.667,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,IBM BIG BLUE,ibm,胎内ディアーズ,deers,35,10,25,W,,,馬島 臨太郎,1.0,1.0,1.0,20.0,20.0,1,,20.0,,,,4.0,-2.0,-0.5,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,IBM BIG BLUE,ibm,10,35,-25,L,,,宮幸 崇,,,,,,,,,,,,11.0,51.0,4.636,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,IBM BIG BLUE,ibm,10,35,-25,L,,,松下 堅一郎,,,,,,,,,,,,4.0,13.0,3.25,0.0,7.0,,1.0,-1.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,胎内ディアーズ,deers,IBM BIG BLUE,ibm,10,35,-25,L,,,川村 龍ノ介,,,,,,,,,,,,2.0,4.0,2.0,0.0,9.0,,1.0,11.0,11.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,24.0,12.0,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,IBM BIG BLUE,ibm,胎内ディアーズ,deers,35,10,25,W,,,鈴木 恵多,,,,,,,,,,,,3.0,29.0,9.667,0.0,14.0,,2.0,9.0,4.5,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,IBM BIG BLUE,ibm,胎内ディアーズ,deers,35,10,25,W,,,井上 諒勇,,,,,,,,,,,,1.0,-3.0,-3.0,0.0,0.0,,1.0,9.0,9.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,IBM BIG BLUE,ibm,胎内ディアーズ,deers,35,10,25,W,,,石川 悠介,,,,,,,,,,,,3.0,2.0,0.667,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,IBM BIG BLUE,ibm,胎内ディアーズ,deers,35,10,25,W,,,Pressley Jhurell,,,,,,,,,,,,6.0,25.0,4.167,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,109.0,36.333,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,IBM BIG BLUE,ibm,胎内ディアーズ,deers,35,10,25,W,,,白根 滉,,,,,,,,,,,,1.0,2.0,2.0,0.0,2.0,,3.0,18.0,6.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,2022年09月11日 10:30:00,@富士通スタジアム川崎＊下がホームチーム,IBM BIG BLUE,ibm,胎内ディアーズ,deers,35,10,25,W,,,鈴木 隆貴,,,,,,,,,,,,1.0,8.0,8.0,0.0,8.0,,5.0,91.0,18.2,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
