game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
15912,2021年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,12,49,-37,L,,,神谷 壮哉,17.0,32.0,0.5312,208.0,6.5,2,,42.0,,,,6.0,11.0,1.833,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15912,2021年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,12,49,-37,L,,,兵頭 駿介,2.0,2.0,1.0,9.0,4.5,0,,9.0,,,,1.0,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15912,2021年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,12,49,-37,L,,,永井 洋輔,2.0,4.0,0.5,15.0,3.75,0,,9.0,,,,2.0,10.0,5.0,0.0,12.0,,3.0,16.0,5.333333333333333,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15912,2021年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,49,12,37,W,,,Garrett Samuel Safron,15.0,23.0,0.6522,253.0,11.0,3,,42.0,,,,3.0,0.0,0.0,1.0,8.0,,,,,,,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15912,2021年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,49,12,37,W,,,是澤 太朗,1.0,2.0,0.5,6.0,3.0,0,,6.0,,,,1.0,32.0,32.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15912,2021年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,12,49,-37,L,,,水野 信耶,,,,,,,,,,,,1.0,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15912,2021年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,12,49,-37,L,,,三浦 直己,,,,,,,,,,,,7.0,14.0,2.0,0.0,8.0,,4.0,20.0,5.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,8.0,,,,,,,
15912,2021年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,49,12,37,W,,,手塚 健太,,,,,,,,,,,,3.0,16.0,5.333,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15912,2021年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,49,12,37,W,,,山田 陸斗,,,,,,,,,,,,11.0,122.0,11.091,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15912,2021年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,49,12,37,W,,,巽 豊,,,,,,,,,,,,6.0,44.0,7.333,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
