game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
145,2019年08月25日 15:30:00,@MKタクシーフィールドエキスポ＊下がホームチーム,東京ガスクリエイターズ,tokyogas,エレコム神戸ファイニーズ,elecom,16,21,-5,L,,,イカイカ ウーズィー,11.0,31.0,0.3548,137.0,4.419,1,,38.0,,,,8.0,12.0,1.5,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2019年08月25日 15:30:00,@MKタクシーフィールドエキスポ＊下がホームチーム,エレコム神戸ファイニーズ,elecom,東京ガスクリエイターズ,tokyogas,21,16,5,W,,,コーディー ソコール,17.0,34.0,0.5,161.0,4.735,2,,26.0,,,,6.0,30.0,5.0,0.0,13.0,,,,,,,,1,1,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2019年08月25日 15:30:00,@MKタクシーフィールドエキスポ＊下がホームチーム,東京ガスクリエイターズ,tokyogas,エレコム神戸ファイニーズ,elecom,16,21,-5,L,,,尾花 史高,,,,,,,,,,,,2.0,-3.0,-1.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2019年08月25日 15:30:00,@MKタクシーフィールドエキスポ＊下がホームチーム,東京ガスクリエイターズ,tokyogas,エレコム神戸ファイニーズ,elecom,16,21,-5,L,,,アンドレ ホワイト,,,,,,,,,,,,18.0,68.0,3.778,0.0,14.0,,3.0,28.0,9.333333333333334,0.0,14.0,,1,0,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2019年08月25日 15:30:00,@MKタクシーフィールドエキスポ＊下がホームチーム,エレコム神戸ファイニーズ,elecom,東京ガスクリエイターズ,tokyogas,21,16,5,W,,,芦田 龍居,,,,,,,,,,,,8.0,35.0,4.375,0.0,17.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2019年08月25日 15:30:00,@MKタクシーフィールドエキスポ＊下がホームチーム,エレコム神戸ファイニーズ,elecom,東京ガスクリエイターズ,tokyogas,21,16,5,W,,,白神 有貴,,,,,,,,,,,,18.0,115.0,6.389,1.0,60.0,,1.0,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,10.0,,
145,2019年08月25日 15:30:00,@MKタクシーフィールドエキスポ＊下がホームチーム,東京ガスクリエイターズ,tokyogas,エレコム神戸ファイニーズ,elecom,16,21,-5,L,,,高岡 優,,,,,,,,,,,,,,,,,,2.0,28.0,14.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2019年08月25日 15:30:00,@MKタクシーフィールドエキスポ＊下がホームチーム,東京ガスクリエイターズ,tokyogas,エレコム神戸ファイニーズ,elecom,16,21,-5,L,,,岩越 大地,,,,,,,,,,,,,,,,,,1.0,14.0,14.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2019年08月25日 15:30:00,@MKタクシーフィールドエキスポ＊下がホームチーム,東京ガスクリエイターズ,tokyogas,エレコム神戸ファイニーズ,elecom,16,21,-5,L,,,加藤 侑矢,,,,,,,,,,,,,,,,,,2.0,46.0,23.0,1.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1.0,22.0,22.0,,
145,2019年08月25日 15:30:00,@MKタクシーフィールドエキスポ＊下がホームチーム,東京ガスクリエイターズ,tokyogas,エレコム神戸ファイニーズ,elecom,16,21,-5,L,,,大下 卓哉,,,,,,,,,,,,,,,,,,2.0,21.0,10.5,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
