game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,西澤 凌介,12.0,18.0,0.6667,132.0,7.333,1,,42.0,,,,2.0,-12.0,-6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,小野 祐亮,1.0,1.0,1.0,8.0,8.0,0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,神谷 壮哉,4.0,9.0,0.4444,21.0,2.333,0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,海野 暢生,2.0,4.0,0.5,18.0,4.5,0,,18.0,,,,3.0,14.0,4.667,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,橋本 創生,4.0,20.0,0.2,65.0,3.25,0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,柴田 健人,,,,,,,,,,,,11.0,97.0,8.818,1.0,45.0,,1.0,-1.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,藤井 彬成,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,松田 隆佑,,,,,,,,,,,,3.0,0.0,0.0,0.0,9.0,,,,,,,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,川島 渚,,,,,,,,,,,,1.0,-3.0,-3.0,0.0,0.0,,,,,,,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,金澤 寛顕,,,,,,,,,,,,1.0,3.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,黒澤 龍太郎,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,上田 貴弘,,,,,,,,,,,,1.0,11.0,11.0,0.0,11.0,,1.0,3.0,3.0,0.0,3.0,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,青柳 憲紀,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,井上 耀介,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,草野 公平,,,,,,,,,,,,7.0,39.0,5.571,1.0,15.0,,1.0,8.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,出木岡 芯,,,,,,,,,,,,1.0,3.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,56.0,28.0,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,末吉 孝大,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,水野 信耶,,,,,,,,,,,,3.0,8.0,2.667,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,畑中 星哉,,,,,,,,,,,,3.0,33.0,11.0,0.0,22.0,,1.0,-1.0,-1.0,0.0,0.0,,,,,,,,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,本政 亮太,,,,,,,,,,,,2.0,12.0,6.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,谷田 顕弘,,,,,,,,,,,,4.0,-5.0,-1.25,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,1.0,4.0,4.0,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,山本 衿央,,,,,,,,,,,,1.0,2.0,2.0,0.0,2.0,,1.0,7.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,丹下 翔太,,,,,,,,,,,,2.0,6.0,3.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,86.0,86.0,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,岸澤 淳之介,,,,,,,,,,,,,,,,,,2.0,56.0,28.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,2.667,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,田上 将太朗,,,,,,,,,,,,,,,,,,2.0,24.0,12.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,日高 拓,,,,,,,,,,,,,,,,,,2.0,12.0,6.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,高野内 大輝,,,,,,,,,,,,,,,,,,2.0,21.0,10.5,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,赤津 裕之,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,5.0,143.0,28.6,177.0,35.4,,,42.0,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,中村 可沁,,,,,,,,,,,,,,,,,,1.0,13.0,13.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,平出 敬太郎,,,,,,,,,,,,,,,,,,1.0,7.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,高木 優太朗,,,,,,,,,,,,,,,,,,3.0,35.0,11.666666666666666,0.0,20.0,,,,,,,,,,,,,,,,,,,,2.0,77.0,38.5,69.0,34.5,,,42.0,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,河上 遼,,,,,,,,,,,,,,,,,,4.0,56.0,14.0,0.0,32.0,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,谷田 尚裕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,内藤 徹也,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,松本 大生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,1,8,0,8,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,湯浅 直希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,古和田 裕己,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,1,25,1,25,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,宮崎 陸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,蔀 啓介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,鈴木 文健,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,PentaOceanパイレーツ,pirates,名古屋サイクロンズ,nagoya,35,7,28,W,,,中村 雄貴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,三原 大翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,田口 凌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,山岡 拓未,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,山田 直季,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
30935,2022年10月02日 15:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,PentaOceanパイレーツ,pirates,7,35,-28,L,,,若森 雅生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
