game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
167,2019年11月17日 13:00:00,@神戸市王子スタジアム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,パナソニック インパルス,impulse,9,41,-32,L,,,コーディー ソコール,18.0,31.0,0.5806,134.0,4.323,1,,22.0,,,,4.0,-6.0,-1.5,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2019年11月17日 13:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,エレコム神戸ファイニーズ,elecom,41,9,32,W,,,石内 卓也,2.0,3.0,0.6667,11.0,3.667,1,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2019年11月17日 13:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,エレコム神戸ファイニーズ,elecom,41,9,32,W,,,ダニエル ワイズ,0.0,1.0,0.0,0.0,0.0,0,,0.0,,,,1.0,1.0,1.0,0.0,1.0,,4.0,64.0,16.0,2.0,30.0,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,15.0,,
167,2019年11月17日 13:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,エレコム神戸ファイニーズ,elecom,41,9,32,W,,,アンソニー ロウレンス,24.0,36.0,0.6667,268.0,7.444,2,,32.0,,,,5.0,14.0,2.8,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2019年11月17日 13:00:00,@神戸市王子スタジアム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,パナソニック インパルス,impulse,9,41,-32,L,,,川淵 将紀,,,,,,,,,,,,4.0,7.0,1.75,0.0,6.0,,2.0,23.0,11.5,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2019年11月17日 13:00:00,@神戸市王子スタジアム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,パナソニック インパルス,impulse,9,41,-32,L,,,芦田 龍居,,,,,,,,,,,,1.0,-1.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2019年11月17日 13:00:00,@神戸市王子スタジアム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,パナソニック インパルス,impulse,9,41,-32,L,,,白神 有貴,,,,,,,,,,,,5.0,14.0,2.8,0.0,12.0,,1.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2019年11月17日 13:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,エレコム神戸ファイニーズ,elecom,41,9,32,W,,,高木 広次,,,,,,,,,,,,1.0,16.0,16.0,0.0,16.0,,3.0,22.0,7.333333333333333,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2019年11月17日 13:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,エレコム神戸ファイニーズ,elecom,41,9,32,W,,,ミッチェル・ビクタージャモー,,,,,,,,,,,,8.0,25.0,3.125,0.0,6.0,,5.0,87.0,17.4,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2019年11月17日 13:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,エレコム神戸ファイニーズ,elecom,41,9,32,W,,,山口 知輝,,,,,,,,,,,,3.0,4.0,1.333,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
