game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,7,52,-45,L,,,伊藤 尚輝,5.0,12.0,0.4167,43.0,3.583,0,,19.0,,,,2.0,-4.0,-2.0,0.0,0.0,,,,,,,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,7,52,-45,L,,,松原 健太郎,8.0,14.0,0.5714,24.0,1.714,0,,11.0,,,,8.0,-3.0,-0.375,0.0,15.0,,,,,,,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,52,7,45,W,,,ギャレット サフロン,16.0,16.0,1.0,200.0,12.5,3,,50.0,,,,6.0,17.0,2.833,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,52,7,45,W,,,井戸 克隆,0.0,1.0,0.0,0.0,0.0,0,,0.0,,,,2.0,5.0,2.5,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,52,7,45,W,,,沖西 将弥,5.0,5.0,1.0,19.0,3.8,0,,8.0,,,,2.0,14.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,7,52,-45,L,,,加藤 哲史,,,,,,,,,,,,1.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,7,52,-45,L,,,水野 嘉人,,,,,,,,,,,,1.0,37.0,37.0,0.0,37.0,,3.0,15.0,5.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,7,52,-45,L,,,三浦 直己,,,,,,,,,,,,2.0,-11.0,-5.5,0.0,0.0,,2.0,-4.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,7,52,-45,L,,,川村 洋志,,,,,,,,,,,,3.0,10.0,3.333,1.0,5.0,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,4.0,112.0,28.0,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,52,7,45,W,,,手塚 健太,,,,,,,,,,,,3.0,-12.0,-4.0,0.0,0.0,,2.0,13.0,6.5,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,52,7,45,W,,,山田 陸斗,,,,,,,,,,,,5.0,-7.0,-1.4,1.0,18.0,,2.0,15.0,7.5,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,アサヒ飲料クラブチャレンジャーズ,challengers,名古屋サイクロンズ,nagoya,52,7,45,W,,,巽 豊,,,,,,,,,,,,6.0,62.0,10.333,0.0,25.0,,,,,,,,,,,,,,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,7,52,-45,L,,,井戸 康将,,,,,,,,,,,,,,,,,,2.0,21.0,10.5,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,7,52,-45,L,,,永井 洋輔,,,,,,,,,,,,,,,,,,3.0,17.0,5.666666666666667,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2019年10月13日 11:00:00,@MKタクシーフィールドエキスポ＊下がホームチーム,名古屋サイクロンズ,nagoya,アサヒ飲料クラブチャレンジャーズ,challengers,7,52,-45,L,,,河上 遼,,,,,,,,,,,,,,,,,,2.0,20.0,10.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,7.5,,,,,,,
