game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
30898,2022年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,ノジマ相模原ライズ,rise,パナソニック インパルス,impulse,10,30,-20,L,,,KURT PALANDECH,19.0,44.0,0.4318,202.0,4.591,1,,35.0,,,,5.0,20.0,4.0,0.0,18.0,,,,,,,,1,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30898,2022年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,ノジマ相模原ライズ,rise,30,10,20,W,,,Jaylon Henderson,14.0,25.0,0.56,207.0,8.28,0,,48.0,,,,5.0,26.0,5.2,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30898,2022年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,ノジマ相模原ライズ,rise,30,10,20,W,,,荒木 優也,4.0,4.0,1.0,28.0,7.0,0,,14.0,,,,5.0,19.0,3.8,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30898,2022年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,ノジマ相模原ライズ,rise,パナソニック インパルス,impulse,10,30,-20,L,,,DERECK AKIRA WILLIAMS,,,,,,,,,,,,3.0,17.0,5.667,0.0,9.0,,1.0,7.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30898,2022年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,ノジマ相模原ライズ,rise,パナソニック インパルス,impulse,10,30,-20,L,,,森本 紘介,,,,,,,,,,,,4.0,2.0,0.5,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,17.0,,
30898,2022年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,ノジマ相模原ライズ,rise,パナソニック インパルス,impulse,10,30,-20,L,,,吉田 光輝,,,,,,,,,,,,7.0,10.0,1.429,0.0,4.0,,1.0,7.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30898,2022年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,ノジマ相模原ライズ,rise,パナソニック インパルス,impulse,10,30,-20,L,,,若島 慎兵,,,,,,,,,,,,1.0,5.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,13.0,,
30898,2022年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,ノジマ相模原ライズ,rise,30,10,20,W,,,ミッチェル ビクタージャモー,,,,,,,,,,,,13.0,62.0,4.769,1.0,22.0,,1.0,10.0,10.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30898,2022年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,ノジマ相模原ライズ,rise,30,10,20,W,,,小泉 誠実,,,,,,,,,,,,1.0,6.0,6.0,0.0,6.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30898,2022年09月11日 12:00:00,@神戸市王子スタジアム＊下がホームチーム,パナソニック インパルス,impulse,ノジマ相模原ライズ,rise,30,10,20,W,,,藤本 拓弥,,,,,,,,,,,,10.0,38.0,3.8,0.0,11.0,,4.0,30.0,7.5,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,10.0,,
