game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,INT,INT_YDS,INT_TD,INT_LONG,PD,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
30949,2022年11月26日 13:00:00,@マルヤス岡崎龍北スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,名古屋サイクロンズ,nagoya,24,21,3,W,,,鈴木 貴史,15.0,25.0,0.6,174.0,6.96,1,,32.0,,,,3.0,-1.0,-0.333,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949,2022年11月26日 13:00:00,@マルヤス岡崎龍北スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,富士フイルム海老名 Minerva AFC,minervaafc,21,24,-3,L,,,神谷 壮哉,15.0,23.0,0.6522,157.0,6.826,2,,30.0,,,,8.0,26.0,3.25,0.0,23.0,,,,,,,,1,1,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949,2022年11月26日 13:00:00,@マルヤス岡崎龍北スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,富士フイルム海老名 Minerva AFC,minervaafc,21,24,-3,L,,,橋本 創生,0.0,1.0,0.0,0.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949,2022年11月26日 13:00:00,@マルヤス岡崎龍北スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,名古屋サイクロンズ,nagoya,24,21,3,W,,,小山 嗣晶,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,,1,0.0,,2.5,,,0.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949,2022年11月26日 13:00:00,@マルヤス岡崎龍北スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,名古屋サイクロンズ,nagoya,24,21,3,W,,,堀 大機,,,,,,,,,,,,11.0,38.0,3.455,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949,2022年11月26日 13:00:00,@マルヤス岡崎龍北スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,名古屋サイクロンズ,nagoya,24,21,3,W,,,山田 大葵,,,,,,,,,,,,11.0,44.0,4.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,25.0,,
30949,2022年11月26日 13:00:00,@マルヤス岡崎龍北スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,名古屋サイクロンズ,nagoya,24,21,3,W,,,井岡 淳,,,,,,,,,,,,2.0,10.0,5.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949,2022年11月26日 13:00:00,@マルヤス岡崎龍北スタジアム＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,名古屋サイクロンズ,nagoya,24,21,3,W,,,成瀬 昴,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949,2022年11月26日 13:00:00,@マルヤス岡崎龍北スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,富士フイルム海老名 Minerva AFC,minervaafc,21,24,-3,L,,,海野 暢生,,,,,,,,,,,,1.0,4.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949,2022年11月26日 13:00:00,@マルヤス岡崎龍北スタジアム＊下がホームチーム,名古屋サイクロンズ,nagoya,富士フイルム海老名 Minerva AFC,minervaafc,21,24,-3,L,,,畑中 星哉,,,,,,,,,,,,10.0,42.0,4.2,0.0,12.0,,1.0,9.0,9.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
