game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,FUMBLES,FUMBLES_LOST,FF,FR,FR_YDS,FR_TD,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
9078,2020年11月28日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,7,5,2,W,,,南竹 司,14.0,19.0,0.7368,131.0,6.895,1,,22.0,,,,6.0,6.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2020年11月28日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,品川CC ブルザイズ,bullseyes,5,7,-2,L,,,高橋 遼平,6.0,10.0,0.6,89.0,8.9,0,,22.0,,,,4.0,12.0,3.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2020年11月28日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,品川CC ブルザイズ,bullseyes,5,7,-2,L,,,鈴木 貴史,6.0,10.0,0.6,67.0,6.7,0,,19.0,,,,1.0,-8.0,-8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2020年11月28日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,7,5,2,W,,,福井 敦英,,,,,,,,,,,,2.0,-4.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2020年11月28日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,7,5,2,W,,,鈴木 尋為,,,,,,,,,,,,3.0,2.0,0.667,0.0,3.0,,1.0,9.0,9.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2020年11月28日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,7,5,2,W,,,藤井 駿,,,,,,,,,,,,4.0,4.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2020年11月28日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,7,5,2,W,,,鈴木 大生,,,,,,,,,,,,6.0,16.0,2.667,0.0,8.0,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,
9078,2020年11月28日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,品川CC ブルザイズ,bullseyes,富士フイルム海老名 Minerva AFC,minervaafc,7,5,2,W,,,田野 裕樹,,,,,,,,,,,,1.0,-5.0,-5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9078,2020年11月28日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,品川CC ブルザイズ,bullseyes,5,7,-2,L,,,廣澤 達也,,,,,,,,,,,,17.0,75.0,4.412,0.0,18.0,,3.0,32.0,10.666666666666666,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,49.0,16.333,,
9078,2020年11月28日 14:00:00,@富士通スタジアム川崎＊下がホームチーム,富士フイルム海老名 Minerva AFC,minervaafc,品川CC ブルザイズ,bullseyes,5,7,-2,L,,,井ノ元 哲也,,,,,,,,,,,,2.0,7.0,3.5,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
