game_id,game_day_time,game_day_location,team,team_abv,opponent,opponent_abv,team_score,opponent_score,score_dif,result,player_num,player_name_en,player_name_jp,COMP,ATT,COMP%,PASS_YDS,PASS_YPA,PASS_TD,PASS_INT,PASS_LONG,SACKED,SACKED_YDS,NFL_QBR,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,COMB,SOLO,AST,SACKS,SACKS_YDS,TFL,TFL_YDS,FGA,FGM,FG%,FG_LONG,XPA,XPM,XP%,PUNTS,PUNT_GROSS_YDS,PUNT_GROSS_AVG,PUNT_NET_YDS,PUNT_NET_AVG,PUNT_TB,PUNT_IN20,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,David Pindell,18.0,26.0,0.6923,241.0,9.269,2,,54.0,,,,15.0,21.0,1.4,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,高木 翼,21.0,23.0,0.913,261.0,11.348,3,,43.0,,,,3.0,-23.0,-7.667,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,橋上 温,,,,,,,,,,,,1.0,-2.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,30.0,30.0,30.0,30.0,,,30.0,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,白神 有貴,,,,,,,,,,,,13.0,56.0,4.308,0.0,15.0,,4.0,19.0,4.75,1.0,17.0,,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,前田 公昭,,,,,,,,,,,,3.0,12.0,4.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,村井 翔哉,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,トラショーン ニクソン,,,,,,,,,,,,7.0,138.0,19.714,1.0,81.0,,2.0,17.0,8.5,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,サマジー グラント,,,,,,,,,,,,2.0,0.0,0.0,0.0,5.0,,5.0,60.0,12.0,1.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,野沢 研,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,三宅 昂輝,,,,,,,,,,,,5.0,31.0,6.2,0.0,14.0,,3.0,23.0,7.666666666666667,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,香川 将成,,,,,,,,,,,,2.0,8.0,4.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,Devin Phelps,,,,,,,,,,,,,,,,,,3.0,83.0,27.666666666666668,0.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,内田 大喜,,,,,,,,,,,,,,,,,,5.0,52.0,10.4,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,58.0,29.0,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,小田 康平,,,,,,,,,,,,,,,,,,1.0,38.0,38.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,永見 優諭貴,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,164.0,27.333,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,川瀬 拓哉,,,,,,,,,,,,,,,,,,1.0,10.0,10.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,近藤 天晴,,,,,,,,,,,,,,,,,,3.0,30.0,10.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,高津佐 隼矢,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,0.0,4.0,,1,,,0,0,,,,,,,,,,,,,,,,,,2.0,4.0,2.0,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,木村 和喜,,,,,,,,,,,,,,,,,,3.0,33.0,11.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,藏野 裕貴,,,,,,,,,,,,,,,,,,2.0,30.0,15.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,松井 理己,,,,,,,,,,,,,,,,,,5.0,94.0,18.8,2.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,Isaiah Pierre,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,長谷川 仁志,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,大野 翔,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,村上 知裕,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,田中 祐大,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,松山 陸,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,Brandon Mckinney,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,白 光明,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,河本 太扶,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,木保 慎太郎,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,伊東 慧太,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,亀谷 拓,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,エレコム神戸ファイニーズ,elecom,富士通フロンティアーズ,fujitsu,21,39,-18,L,,,井上 大貴,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,納所 幸司,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,4.0,4.0,1.0,49.0,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,徳茂 宏樹,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,藤田 篤,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35259,2022年12月12日 19:00,@東京ドーム＊下がホームチーム,富士通フロンティアーズ,fujitsu,エレコム神戸ファイニーズ,elecom,39,21,18,W,,,宮川 泰介,,,,,,,,,,,,,,,,,,,,,,,,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
