game_id,game_status,game_stadium_id,game_stadium_name,away_team_id,away_team_name,home_team_id,home_team_name,home_team_score,away_team_score,season,week_str
14723,中止,68,富士通スタジアム川崎,tokyogas,東京ガス,fujitsu,富士通,,,2021,春季1節
14724,中止,68,富士通スタジアム川崎,rise,ノジマ相模原,obic,オービック,,,2021,春季1節
14725,中止,68,富士通スタジアム川崎,hel-lions,オール三菱,ibm,IBM,,,2021,春季1節
14726,中止,68,富士通スタジアム川崎,hel-lions,オール三菱,fujitsu,富士通,,,2021,春季2節
14728,中止,68,富士通スタジアム川崎,ibm,IBM,obic,オービック,,,2021,春季2節
14729,中止,68,富士通スタジアム川崎,rise,ノジマ相模原,tokyogas,東京ガス,,,2021,春季2節
15869,試合終了,68,富士通スタジアム川崎,rise,ノジマ相模原,fujitsu,富士通,49,17,2021,秋季1節
15871,試合終了,87,神戸市王子スタジアム,tokyogas,東京ガス,impulse,パナソニック,71,0,2021,秋季1節
15870,中止,68,富士通スタジアム川崎,hel-lions,オール三菱,obic,オービック,,,2021,秋季1節
15872,試合終了,82,MKタクシーフィールドエキスポ,ibm,IBM,elecom,エレコム神戸,26,26,2021,秋季1節
15873,試合終了,57,第一カッターフィールド(秋津サッカー場),ibm,IBM,obic,オービック,41,20,2021,秋季2節
15875,試合終了,82,MKタクシーフィールドエキスポ,rise,ノジマ相模原,impulse,パナソニック,24,10,2021,秋季2節
15876,中止,82,MKタクシーフィールドエキスポ,hel-lions,オール三菱,elecom,エレコム神戸,,,2021,秋季2節
15874,試合終了,68,富士通スタジアム川崎,tokyogas,東京ガス,fujitsu,富士通,32,22,2021,秋季2節
15877,中止,68,富士通スタジアム川崎,hel-lions,オール三菱,fujitsu,富士通,,,2021,秋季3節
15878,試合終了,68,富士通スタジアム川崎,rise,ノジマ相模原,obic,オービック,24,0,2021,秋季3節
15879,試合終了,82,MKタクシーフィールドエキスポ,ibm,IBM,impulse,パナソニック,65,17,2021,秋季3節
15880,試合終了,82,MKタクシーフィールドエキスポ,tokyogas,東京ガス,elecom,エレコム神戸,23,27,2021,秋季3節
15881,試合終了,68,富士通スタジアム川崎,ibm,IBM,fujitsu,富士通,63,24,2021,秋季4節
15882,試合終了,68,富士通スタジアム川崎,tokyogas,東京ガス,obic,オービック,23,0,2021,秋季4節
15883,中止,82,MKタクシーフィールドエキスポ,hel-lions,オール三菱,impulse,パナソニック,,,2021,秋季4節
15884,試合終了,82,MKタクシーフィールドエキスポ,rise,ノジマ相模原,elecom,エレコム神戸,14,20,2021,秋季4節
15885,試合終了,70,相模原ギオンスタジアム,tokyogas,東京ガス,rise,ノジマ相模原,33,7,2021,秋季5節
15886,試合終了,68,富士通スタジアム川崎,hel-lions,オール三菱,ibm,IBM,70,0,2021,秋季5節
15887,試合終了,16246,ヨドコウ桜スタジアム,fujitsu,富士通,elecom,エレコム神戸,11,19,2021,秋季5節
15888,試合終了,16246,ヨドコウ桜スタジアム,obic,オービック,impulse,パナソニック,13,6,2021,秋季5節
15889,試合終了,68,富士通スタジアム川崎,impulse,パナソニック,fujitsu,富士通,20,26,2021,秋季6節
15890,試合終了,68,富士通スタジアム川崎,rise,ノジマ相模原,ibm,IBM,32,28,2021,秋季6節
15891,試合終了,68,富士通スタジアム川崎,elecom,エレコム神戸,obic,オービック,38,21,2021,秋季6節
15892,試合終了,68,富士通スタジアム川崎,hel-lions,オール三菱,tokyogas,東京ガス,30,21,2021,秋季6節
15893,試合終了,68,富士通スタジアム川崎,rise,ノジマ相模原,hel-lions,オール三菱,3,40,2021,秋季7節
15894,試合終了,68,富士通スタジアム川崎,tokyogas,東京ガス,ibm,IBM,34,26,2021,秋季7節
15896,試合終了,87,神戸市王子スタジアム,elecom,エレコム神戸,impulse,パナソニック,52,7,2021,秋季7節
