game_id,game_status,game_stadium_id,game_stadium_name,away_team_id,away_team_name,home_team_id,home_team_name,home_team_score,away_team_score,season,week_str
142,試合終了,68,富士通スタジアム川崎,ibm,IBM,fujitsu,富士通,55,13,2019,1節
143,試合終了,82,MKタクシーフィールドエキスポ,rise,ノジマ相模原,impulse,パナソニック,24,0,2019,1節
144,試合終了,68,富士通スタジアム川崎,hel-lions,オール三菱,obic,オービック,48,16,2019,1節
145,試合終了,82,MKタクシーフィールドエキスポ,tokyogas,東京ガス,elecom,エレコム神戸,21,16,2019,1節
174,試合終了,68,富士通スタジアム川崎,cranes,AFCク,dentsu,電通,17,0,2019,1節
175,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,eagles,警視庁,21,10,2019,1節
176,試合終了,87,神戸市王子スタジアム,blackeagles,アズワン,challengers,アサヒ飲料,6,3,2019,1節
177,試合終了,87,神戸市王子スタジアム,fukuoka-suns,otonari福岡,nagoya,名古屋,16,17,2019,1節
178,試合終了,68,富士通スタジアム川崎,minervaafc,富士フイルム海老名,silver,アサヒビール,13,14,2019,1節
179,試合終了,68,富士通スタジアム川崎,pirates,パイレーツ,deers,ディアーズ,52,7,2019,1節
146,試合終了,68,富士通スタジアム川崎,impulse,パナソニック,fujitsu,富士通,45,27,2019,2節
147,試合終了,68,富士通スタジアム川崎,rise,ノジマ相模原,ibm,IBM,41,35,2019,2節
148,試合終了,87,神戸市王子スタジアム,obic,オービック,elecom,エレコム神戸,3,38,2019,2節
149,試合終了,59,東京ドーム,hel-lions,オール三菱,tokyogas,東京ガス,10,6,2019,2節
180,試合終了,68,富士通スタジアム川崎,eagles,警視庁,minervaafc,富士フイルム海老名,21,17,2019,2節
181,試合終了,82,MKタクシーフィールドエキスポ,silver,アサヒビール,challengers,アサヒ飲料,28,6,2019,2節
182,試合終了,82,MKタクシーフィールドエキスポ,bullseyes,ブルザイズ,fukuoka-suns,otonari福岡,20,23,2019,2節
183,試合終了,68,富士通スタジアム川崎,blackeagles,アズワン,pirates,パイレーツ,13,10,2019,2節
184,試合終了,65,AGFフィールド,dentsu,電通,deers,ディアーズ,27,7,2019,2節
185,試合終了,72,名古屋市港サッカー場,cranes,AFCク,nagoya,名古屋,20,7,2019,2節
150,試合終了,68,富士通スタジアム川崎,rise,ノジマ相模原,fujitsu,富士通,49,19,2019,3節
151,試合終了,57,第一カッターフィールド(秋津サッカー場),tokyogas,東京ガス,obic,オービック,62,7,2019,3節
152,試合終了,83,万博記念競技場,hel-lions,オール三菱,elecom,エレコム神戸,37,6,2019,3節
153,試合終了,83,万博記念競技場,ibm,IBM,impulse,パナソニック,42,28,2019,3節
186,試合終了,68,富士通スタジアム川崎,pirates,パイレーツ,minervaafc,富士フイルム海老名,0,16,2019,3節
187,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,cranes,AFCク,0,7,2019,3節
188,試合終了,68,富士通スタジアム川崎,nagoya,名古屋,silver,アサヒビール,62,13,2019,3節
189,試合終了,82,MKタクシーフィールドエキスポ,dentsu,電通,blackeagles,アズワン,7,10,2019,3節
190,試合終了,82,MKタクシーフィールドエキスポ,deers,ディアーズ,challengers,アサヒ飲料,28,21,2019,3節
191,試合終了,82,MKタクシーフィールドエキスポ,eagles,警視庁,fukuoka-suns,otonari福岡,15,7,2019,3節
154,試合終了,87,神戸市王子スタジアム,tokyogas,東京ガス,impulse,パナソニック,27,0,2019,4節
155,試合終了,68,富士通スタジアム川崎,hel-lions,オール三菱,fujitsu,富士通,68,0,2019,4節
156,試合終了,68,富士通スタジアム川崎,elecom,エレコム神戸,ibm,IBM,38,45,2019,4節
157,試合終了,68,富士通スタジアム川崎,obic,オービック,rise,ノジマ相模原,0,30,2019,4節
193,試合終了,82,MKタクシーフィールドエキスポ,nagoya,名古屋,challengers,アサヒ飲料,52,7,2019,4節
194,試合終了,82,MKタクシーフィールドエキスポ,fukuoka-suns,otonari福岡,blackeagles,アズワン,6,38,2019,4節
195,試合終了,68,富士通スタジアム川崎,dentsu,電通,silver,アサヒビール,27,10,2019,4節
196,試合終了,68,富士通スタジアム川崎,cranes,AFCク,minervaafc,富士フイルム海老名,33,0,2019,4節
197,試合終了,68,富士通スタジアム川崎,eagles,警視庁,deers,ディアーズ,42,0,2019,4節
192,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,pirates,パイレーツ,18,0,2019,4節
158,試合終了,68,富士通スタジアム川崎,hel-lions,オール三菱,ibm,IBM,66,7,2019,5節
159,試合終了,70,相模原ギオンスタジアム,tokyogas,東京ガス,rise,ノジマ相模原,10,15,2019,5節
160,試合終了,83,万博記念競技場,obic,オービック,impulse,パナソニック,7,14,2019,5節
161,試合終了,83,万博記念競技場,fujitsu,富士通,elecom,エレコム神戸,10,27,2019,5節
198,試合終了,68,富士通スタジアム川崎,dentsu,電通,minervaafc,富士フイルム海老名,13,19,2019,5節
199,試合終了,87,神戸市王子スタジアム,nagoya,名古屋,blackeagles,アズワン,28,32,2019,5節
200,試合終了,66,横浜スタジアム,bullseyes,ブルザイズ,deers,ディアーズ,63,0,2019,5節
201,試合終了,66,横浜スタジアム,cranes,AFCク,silver,アサヒビール,62,7,2019,5節
202,試合終了,66,横浜スタジアム,eagles,警視庁,pirates,パイレーツ,17,7,2019,5節
203,試合終了,96,舞鶴公園 平和台陸上競技場,fukuoka-suns,otonari福岡,challengers,アサヒ飲料,45,31,2019,5節
162,試合終了,87,神戸市王子スタジアム,hel-lions,オール三菱,impulse,パナソニック,17,7,2019,6節
163,試合終了,66,横浜スタジアム,tokyogas,東京ガス,fujitsu,富士通,65,0,2019,6節
164,試合終了,66,横浜スタジアム,elecom,エレコム神戸,rise,ノジマ相模原,14,12,2019,6節
165,試合終了,66,横浜スタジアム,obic,オービック,ibm,IBM,25,42,2019,6節
204,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,dentsu,電通,37,0,2019,6節
205,試合終了,87,神戸市王子スタジアム,minervaafc,富士フイルム海老名,blackeagles,アズワン,9,10,2019,6節
206,試合終了,87,神戸市王子スタジアム,pirates,パイレーツ,nagoya,名古屋,30,7,2019,6節
207,試合終了,68,富士通スタジアム川崎,fukuoka-suns,otonari福岡,cranes,AFCク,6,59,2019,6節
208,試合終了,68,富士通スタジアム川崎,deers,ディアーズ,silver,アサヒビール,35,24,2019,6節
209,試合終了,68,富士通スタジアム川崎,challengers,アサヒ飲料,eagles,警視庁,10,38,2019,6節
166,試合終了,60,アミノバイタルフィールド,tokyogas,東京ガス,ibm,IBM,48,7,2019,7節
167,試合終了,87,神戸市王子スタジアム,elecom,エレコム神戸,impulse,パナソニック,41,9,2019,7節
168,試合終了,68,富士通スタジアム川崎,hel-lions,オール三菱,rise,ノジマ相模原,28,36,2019,7節
169,試合終了,68,富士通スタジアム川崎,obic,オービック,fujitsu,富士通,16,14,2019,7節
170,試合終了,68,富士通スタジアム川崎,elecom,エレコム神戸,fujitsu,富士通,31,13,2019,準決勝
171,試合終了,83,万博記念競技場,impulse,パナソニック,obic,オービック,14,24,2019,準決勝
172,試合終了,59,東京ドーム,impulse,パナソニック,fujitsu,富士通,28,26,2019,決勝
210,試合終了,66,横浜スタジアム,silver,アサヒビール,challengers,アサヒ飲料,31,34,2019,決勝
173,試合終了,68,富士通スタジアム川崎,silver,アサヒビール,rise,ノジマ相模原,32,20,2019,入替戦
212,試合終了,68,富士通スタジアム川崎,bulls,BULLS,cranes,AFCク,0,37,2019,入替戦
